# NPC=20: Total hesitation points = 288
X,Y,Z
-34.240000,-1.570000,-2.770000
-88.530000,-1.570000,-2.480000
-42.500000,-1.620000,1.000000
-56.550000,-1.570000,-2.520000
-82.810000,-1.570000,-2.460000
-99.320000,-1.580000,-2.920000
-165.340000,-1.570000,-2.700000
-42.500000,-1.620000,1.000000
-42.080000,-1.620000,0.840000
-41.770000,-1.620000,-1.610000
-170.060000,-1.570000,-2.900000
-42.500000,-1.620000,1.000000
-35.480000,-1.250000,-1.130000
-36.670000,-1.250000,-1.180000
-229.370000,-2.570000,-2.870000
