# Smoke=2: Total hesitation points = 347
X,Y,Z
-116.860000,-1.570000,-2.080000
50.650000,-2.570000,-2.880000
-42.500000,-1.620000,1.000000
-42.510000,-1.620000,1.000000
-42.480000,-1.620000,0.710000
-49.870000,-1.570000,-2.730000
-216.940000,-1.570000,-2.730000
-42.500000,-1.620000,1.000000
-15.380000,-1.570000,-2.830000
-15.600000,-1.570000,-2.810000
